Card#,Artist,Title,URL,Hashed Info,Youtube-Title,Year
121,"Icona Pop, Charli XCX",I Love It (feat. Charli XCX),https://www.youtube.com/watch?v=UxxajLWwzqY,bf58948144d80df8b1175924b623af9d76f6229cfdb003d6087efa5c33a834a5,Icona Pop - I Love It (feat. Charli XCX) [OFFICIAL VIDEO],2012
122,Bob Sinclair,World Hold on (Children of the Sky),https://www.youtube.com/watch?v=XpdpW0z9xnQ,75b36c8feb13bf8f15a35ca2277903f25791e5a27f91b4e25d4376d19cf9a1c7,Bob Sinclar - World Hold On (Official HD Video),2006
123,Steppenwolf,Born To Be Wild,https://www.youtube.com/watch?v=93fAJe8WVjA,1eacb6a1259de601de99851ad0e9e1881c499f00dba9a122943f2df049fcd6d7,Born To Be Wild,1968
124,"Mark Ronson, Amy Winehouse",Valerie (feat. Amy Winehouse),https://www.youtube.com/watch?v=bixuI_GV5I0,6a5c6885b5003780be74db9a294f157a754b460ba02a4f8d6c84b192a01e7c64,Mark Ronson ft. Amy Winehouse - Valerie (Official Video),2007
125,Sam Cooke,(What A) Wonderful World,https://www.youtube.com/watch?v=R4GLAKEjU4w,91124220bb99da989fc572f9c5a3e6ee3b6c7049138b4d3d86d9719dfbe53b69,Sam Cooke - What A Wonderful World (Official Lyric Video),1960
126,Herbert Grönemeyer,Männer,https://www.youtube.com/watch?v=UEJNMkEr1Ls,8afe74e1fd3f675f59b8e1cd72820028d2bf2a53121f69df74a219704014af5b,Herbert Grönemeyer Männer,1984
127,New Radicals,You Get What You Give,https://www.youtube.com/watch?v=DL7-CKirWZE,213f1610c0822e003aac9dfa5fc861c3d5e32903904700a4342638a4efa77fda,New Radicals - You Get What You Give (Official Music Video),1998
128,Heintje,Mama,https://www.youtube.com/watch?v=u0yqKrGKukE,c19d87e9bac904df82aeade04dc10501c5a33e31d8a8aa29f6cf853960134018,Heintje - Mama (German version),1968
129,Celine Dion,My Heart Will Go On,https://www.youtube.com/watch?v=9bFHsd3o1w0,9a03e20bb4e66cfffcb5cdeeb5c4750efa106d43326d561ab2c5bdfb6620b208,Céline Dion - My Heart Will Go On (Official 25th Anniversary Alternate Music Video),1997
130,Lionel Richie,Dancing On The Ceiling,https://www.youtube.com/watch?v=ovo6zwv6DX4,8af330205e51cfe7b5ac16b184ea2eb1664ddd7cacb2da579a78fae713202f7f,Lionel Richie - Dancing On The Ceiling,1986
131,KC & The Sunshine Band,Give It Up,https://www.youtube.com/watch?v=N2Gi4Y4JzOA,184e9e24ec26dd928e728488538ef7ba5d88cb43a5ff75ff590f5298fb104101,KC - Give It Up (Digital Video),1982
132,Robbie Williams,Feel,https://www.youtube.com/watch?v=iy4mXZN1Zzk,160712ce3309fa63f13b1dc09952403745bda0d510dc7ac80263090ddfe84da3,Robbie Williams - Feel,2002
133,Nickelback,How You Remind Me,https://www.youtube.com/watch?v=hhSLkkLl750,f52eaa9ef7ec96166acba718d78423498788921c9bd9ab290633f700b53b4c80,How You Remind Me,2001
134,George Harrison,Got My Mind Set On You,https://www.youtube.com/watch?v=SuJuJA5k44Y,f261b62785dacaad17f15f42ab2ce29868af2d9b1ee06dd67f27691d208ecac4,Got My Mind Set on You (2009 Remaster),1987
135,Matthias Reim,Verdammt lch lieb' dich,https://www.youtube.com/watch?v=fKV_Ma9T5N8,91e920389067585587d8ceb895ebfc7bfb22ba42e69366da2e98b040d86eee04,Verdammt Ich lieb' dich,1990
136,Reel 2 Real,I Like To Move It,https://www.youtube.com/watch?v=_NkpHLq76ro,ae1294328345be1ee75a7a01b86b3bce2dd8c70393d737afc72330b56e61af50,"I Like To Move It (feat. The Mad Stuntman) (Erick ""More"" Album Mix)",1993
137,The Human League,Don't You Want Me,https://www.youtube.com/watch?v=uPudE8nDog0,56b68d511f79803835481bfc89221ade5e326bfa0b430dca9dd3de4270d411e8,The Human League - Don't You Want Me (Official Music Video),1981
138,"Mark Forster, LEA",Drei Uhr Nachts,https://www.youtube.com/watch?v=fDSOhYhORiw,432b1ac9846fedc0d343a3f273a6aa91239017925fef58e49118e8f8b2b336f2,"Mark Forster, LEA - Drei Uhr Nachts (Official Video)",2021
139,Die Ärzte,Westerland,https://www.youtube.com/watch?v=G-NrSn3K6gM,4eef0c74ac30027a6f331ccaefc6bd4efb58039b0eedb5c1c2a688a80ef6fcc0,Die Ärzte - Westerland,1988
140,The Police,Every Breath You Take,https://www.youtube.com/watch?v=OMOGaugKpzs,b76d28067187df678c0ec77d5b5d7e7ccb97674c33b0e01390a179add62e12c8,The Police - Every Breath You Take (Official Music Video),1983
141,The Verve,Bitter Sweet Symphony,https://www.youtube.com/watch?v=1lyu1KKwC74,bc487057389be8a9756812a9fe0f147f9477c47bf1a9f651963558bb49356f33,The Verve - Bitter Sweet Symphony,1997
142,Will Smith,Gettin' Jiggy Wit It,https://www.youtube.com/watch?v=3JcmQONgXJM,65b22f5c758b3e945a8a8f775d0932a3ba99197eee7ede437e0fb4c520594ae1,Will Smith - Gettin' Jiggy Wit It,1998
143,Aqua,Barbie Girl,https://www.youtube.com/watch?v=ZyhrYis509A,4ec84791e752727447fee9409ad9b992b875260dc520cb91a7fa812ef0b966e4,Aqua - Barbie Girl (Official Music Video),1997
144,Cornelia Froboess,Pack Die Badehose Ein,https://www.youtube.com/watch?v=Jq755GRl4E0,ed8a0fbc2b6d186ef8172c76c7214241fbefcd6912db5dab5901369b585fdff5,Pack die Badehose ein,1951
145,Natalie Imbruglia,Torn,https://www.youtube.com/watch?v=VV1XWJN3nJo,9554dbb66651062b6373814367c59d3dc41239309865b5a07694a06df49178b0,Natalie Imbruglia - Torn (Official Video),1997
146,Dion,The Wanderer,https://www.youtube.com/watch?v=SbYa7NBYyRc,30f85eb0e4d108a63a7f71beaf20508c7e1a47526a3c3c49f7c67c19f3a1e1dd,The Wanderer,1961
147,Ritchie Valens,La Bamba,https://www.youtube.com/watch?v=t-L19Qt-ozI,e34e25b5b7e47c2eae8cd6cc199c3fa939f24b5f3963a728d473ac86ce6bc081,La Bamba,1958
148,Drake,Toosie Slide,https://www.youtube.com/watch?v=dGYxT1QReQs,697d6ab65aacbabd071157e356a3063a9bd30914f0f237fcff179c12e7250e76,Drake - Toosie Slide (Official Explicit Audio),2020
149,Olivia Rodrigo,drivers license,https://www.youtube.com/watch?v=ZmDBbnmKpqQ,dc1d06e68090195f0333b79562a2001c0db8b35712e9901056dfa5fe16ae1bcb,Olivia Rodrigo - drivers license (Official Video),2021
150,"Maroon 5, Christina Aguilera",Moves Like Jagger,https://www.youtube.com/watch?v=iEPTlhBmwRg,2b716c86361ebe3c0f510d0bc0c265eaaf9d6b92d66a27aff317e92c8bd3727f,Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video),2011
151,Helene Fischer,Atemlos durch die Nacht,https://www.youtube.com/watch?v=haECT-SerHk,db46985e2263c973a48b0fb582c42a76c14c824993c6c7486303e2ad4c7128b5,Helene Fischer - Atemlos durch die Nacht,2013
152,Spice Girls,Stop,https://www.youtube.com/watch?v=5JD6ejmlpa8,5e7ebfd261089369cd98c071aac6b350e188ddaafc988438855509970975c78e,Spice Girls - Stop (Official Music Video),1998
153,Jennifer Lopez,If You Had My Love,https://www.youtube.com/watch?v=lYfkl-HXfuU,e079687389041a494a6f98606b6d095ac9567a43af55e8f9419f05fdc42bdd86,Jennifer Lopez - If You Had My Love (Official Video),1999
154,Boston,More Than a Feeling,https://www.youtube.com/watch?v=DCZNFmHJbV8,47c53cc35a5ce8cbee2606458147d577159f9313b59230c8833eff224c75704e,More Than a Feeling,1976
155,The Trammps,Disco Inferno,https://www.youtube.com/watch?v=pG8TyIEAqps,f15ee3131a2d908968d9b121926bf4e113a6adaf588f9c5c5a39bbb6a7fe1b49,Disco Inferno (Edit),1976
156,Lewis Capaldi,Someone You Loved,https://www.youtube.com/watch?v=zABLecsR5UE,e241a75ba8552726c53bf011d3ae0d00fb08cabfb08907a5d34a7a1bdb9f1207,Lewis Capaldi - Someone You Loved,2018
157,Die Doofen,"MIEF! (Nimm mich jetzt, auch wenn ich stinke)",https://www.youtube.com/watch?v=gyrMA-pu6y8,864ccc8606fe6543e53e52d32d48b552af0f9277c111523ca02df87d1df98149,"Die Doofen - Mief (Nimm mich jetzt, auch wenn ich stinke) Official Video",1995
158,Guns N' Roses,Sweet Child O' Mine,https://www.youtube.com/watch?v=1w7OgIMMRc4,8bbb3d50902f23f1d517b1e11021a6ce06eabef12796645bc49fab8f3c86b9f2,Guns N' Roses - Sweet Child O' Mine (Official Music Video),1988
159,Elton John,Your Song,https://www.youtube.com/watch?v=FT3D1Cu6g10,cd4fcee7a74668065835d0ec921dc71881088260f3de52b450e29adfc26ec4a6,Your Song,1970
160,Cliff Richard,Congratulations,https://www.youtube.com/watch?v=770f-pwPe4o,c0427a75afd3077b47fdb332bc73fb4c535d6173857dd4c90e19462228a6413f,Congratulations,1968
161,Carly Simon,You're So Vain,https://www.youtube.com/watch?v=j13oJajXx0M,65404ec60abd91fd489837973aaaf811874f9b6e7d67105a858596bbc1db2f8f,Carly Simon - You're So Vain,1972
162,Commodores,Easy,https://www.youtube.com/watch?v=0XRrYgByp28,76ad74d8baf857c22dbd965267cbf2bbe63205251beb21776e4e7a5e19436a77,Easy,1977
163,Alphaville,Forever Young,https://www.youtube.com/watch?v=t1TcDHrkQYg,3f1f69bc30822068f62216b4835683159b2562b0acc83672c782435cc38adc84,Alphaville - Forever Young ~Official Video,1984
164,Daryl Hall & John Oates,Maneater,https://www.youtube.com/watch?v=yRYFKcMa_Ek,b6f9594aba3ce1a1261f6784e4f6505b41b35b55ede645da89a40611fed6fd93,Daryl Hall & John Oates - Maneater (Official Video),1982
165,Falco,Rock Me Amadeus,https://www.youtube.com/watch?v=OKxBk4V79Co,75a13647a1556aa71662f3852ad92a2a9e5e67c540b4ba97c6a8363696bc4533,Rock Me Amadeus,1985
166,Sonny & Cher,I Got You Babe,https://www.youtube.com/watch?v=HKGjCPBSG38,213677cf436506f8b111185a335756c9c5545b7a0993094c740aedd63a2dac60,Sonny & Cher - I Got You Babe (Official Audio),1965
167,Die Ärzte,Junge,https://www.youtube.com/watch?v=HpOt9DQh8AA,ae176d93794cb2294e913f6e0795d15583b4339397abe552a3872d045d777a50,Die Ärzte - Junge (uncut),2007
168,Fleetwood Mac,Everywhere,https://www.youtube.com/watch?v=YF1R0hc5Q2I,3bf4dec3aec3dadc4e8aaa02bc3e9ef046799b42af3c035db728ee79c3d02eeb,Fleetwood Mac - Everywhere (Official Music Video),1987
169,The Cranberries,Zombie,https://www.youtube.com/watch?v=6Ejga4kJUts,a9b2d2165aabf842bb82f500dff4a6966df18dd824bcd5ddd3f49e2e01fb36dc,The Cranberries - Zombie (Official Music Video),1994
170,Duck Sauce,Barbra Streisand,https://www.youtube.com/watch?v=wWhtcU4-xAM,967a273c2e0550ffc94dbe47cd58349df0dc0f662a16db5c1f8ffb16db2a3b67,Duck Sauce - Barbra Streisand (Official Video),2010
171,Alicia Keys,No One,https://www.youtube.com/watch?v=rywUS-ohqeE,9bf34f95419ac6f733d3f2ffda9d0773f7e78c63b179ad776f11bfef931e40f4,Alicia Keys - No One (Official Music Video),2007
172,"George Michael, Aretha Franklin",I Knew You Were Waiting (For Me),https://www.youtube.com/watch?v=fDxzQJaA228,566921bced82a4803fc5a222b1425cf37ba37130d3feb828dd6376b6e2b89fb0,"George Michael, Aretha Franklin - I Knew You Were Waiting (For Me) (Official Video)",1987
173,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",https://www.youtube.com/watch?v=mTUhnIY3oRM,0b2cdf8c60463402da9aa2fe7a7f92cbdfa31a42b04723609c04952e48a42015,"Frankie Valli & The Four Seasons - December, 1963 (Oh, What a Night) (Official Music Video)",1975
174,Madonna,4 Minutes (feat. Justin Timberlake and Timbaland),https://www.youtube.com/watch?v=aAQZPBwz2CI,4aad9212d6a9380ec1d65de22d82a21bcf14d1ceeb4649ae547b816597ac51f4,Madonna - 4 Minutes feat. Justin Timberlake & Timbaland (Official Video) [4K],2008
175,Kraftwerk,Autobahn,https://www.youtube.com/watch?v=MOaDUBxAoVI,b8aef6a957f3ab6ea2104b4824c2f44e8209d638b55e02c5b9fc85d8db2a57b0,Autobahn (2009 Remaster),1974
176,Tom Jones,She's A Lady,https://www.youtube.com/watch?v=x8G4xrYfWmw,5a2441c5efa26b1761c776310b7cb16534e0746003d7d9ac7773a76d5d800352,She's A Lady,1971
177,"Shawn Mendes, Camila Cabello",Señorita,https://www.youtube.com/watch?v=Pkh8UtuejGw,2be1552ff02d3575a16c11d088aa8dbf5bcb809d506489f3cd953c01948af58d,"Shawn Mendes, Camila Cabello - Señorita",2019
178,Fugees,Killing Me Softly With His Song,https://www.youtube.com/watch?v=oKOtzIo-uYw,de08a4bae805d889b0cc80cd643feb316804e46b89dba33d7f60ed6b9dfe4504,Fugees - Killing Me Softly With His Song (Official Video),1996
179,Britney Spears,Oops!...I Did It Again,https://www.youtube.com/watch?v=CduA0TULnow,65c7bdbc7c33c64fc34c3ccca6a7bb3378610c7d57e89c6ee401f2f0ada38572,Britney Spears - Oops!...I Did It Again (Official HD Video),2000
180,Tim Bendzko,Nur noch kurz die Welt retten,https://www.youtube.com/watch?v=4BAKb2p450Q,c2118de1b2c215a95c6467860a251ed3efd40e3876a8f9c1c222e5cb80b9d872,Tim Bendzko - Nur Noch Kurz Die Welt Retten (Offizielles Video),2011
181,Jason Derulo,Whatcha Say,https://www.youtube.com/watch?v=pBI3lc18k8Q,651d02475c126c8677eae82458be98e79bfd7bf219f9dd7a63ddc4f712545ac2,Jason Derulo - Whatcha Say [Official Music Video],2009
182,Pur,Abenteuerland,https://www.youtube.com/watch?v=XC-HspEa2vs,03f47bbfc82e389e6f32a39b0e977e42fc121362871218188bafb856da8849b0,PUR - Abenteuerland,1995
183,Coldplay,Talk,https://www.youtube.com/watch?v=EH9meoWmAOM,f86821093cc3957da144e66965492876ee2a543e0c62dac5ec5c026972a5c4f8,Coldplay - Talk (Official Video),2005
184,Gotye,Somebody That I Used to Know (feat. Kimbra),https://www.youtube.com/watch?v=8UVNT4wvIGY,712e9f4e78d7806433b22a008b08be8efb36688507aacc9d08933551914c9e35,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],2011
185,Tracy Chapman,Fast Car,https://www.youtube.com/watch?v=AIOAlaACuv4,f725ae6d64a1b8d739ff2495663ed9af00babc422df55f993f4f5e71b80c965e,Tracy Chapman - Fast Car (Official Music Video),1988
186,Mike + The Mechanics,The Living Years,https://www.youtube.com/watch?v=5hr64MxYpgk,95201c98d733159513b9c92e39dc89173d1c9c63c9f046718bb5ac691e4cefa7,Mike + The Mechanics - The Living Years (Official Video),1988
187,Buddy,Ab in den Süden,https://www.youtube.com/watch?v=q5WdWSpz1vQ,ac3d5373823de666f0b2bc146e9408c561c6578c11a32f95dfc063e1476befd7,Ab in den Süden,2003
188,Brandy & Monica,The Boy Is Mine,https://www.youtube.com/watch?v=qSIOp_K5GMw,395e330c23fc539a540afa9bbb2f6610098a034638c8e67aa886671db881de33,Brandy & Monica - The Boy Is Mine (Official Video),1998
189,The Everly Brothers,All I Have to Do Is Dream,https://www.youtube.com/watch?v=56cKlT62wrQ,f4c15a326bd9dcd624e48ec8180a217caa6456dd0ffc7a79ecb0223c5aebcf1d,All I Have to Do Is Dream,1958
190,The Beach Boys,Surfin' U.S.A.,https://www.youtube.com/watch?v=KcZn05qxVgg,102c56bcfc1b092cdf633cde6a9876bc015350f1893a03f66342043a0fc54e1c,Surfin' U.S.A. (Stereo),1963
191,Atomic Kitten,Whole Again,https://www.youtube.com/watch?v=1V0xQkk9kbc,7d6ea36e815d0661f434eb85c85e788aa97693c18beefbad91d7b817f6b93578,Atomic Kitten - Whole Again (Official Video),2001
192,Richard Marx,Right Here Waiting,https://www.youtube.com/watch?v=S_E2EHVxNAE,77f87e7cb4b3d44591a338c76c12040395fe3cc142a2f7ef059009bf5c2b3949,Richard Marx - Right Here Waiting (Official Music Video),1989
193,Unheilig,Geboren um zu leben,https://www.youtube.com/watch?v=1YOovPkiMrk,c10c326297284a4f7823d9296f819715ac04742d2dc2bc1695a021255cbb9f8c,Unheilig - Geboren um zu leben (Official Video),2010
194,SDP feat. Sido,Die Nacht von Freitag auf Montag,https://www.youtube.com/watch?v=388e_8mu1t4,785dfa17a45b0107b17660b11aed93a8af2548ba11de59553948b4650c01d1c2,SDP feat. Sido - Die Nacht von Freitag auf Montag,2012
195,Alicia Keys,Fallin',https://www.youtube.com/watch?v=Urdlvw0SSEc,77a24b17619093736abc0ba771cc55b41c4e24ce81d4491eba2e8f8854d2b4b8,Alicia Keys - Fallin' (Official HD Video),2001
196,Katy Perry,Firework,https://www.youtube.com/watch?v=QGJuMBdaqIw,9720e0b5fd900bbaf5f9721953d2cd904163e35b012a6b0bb846a291fffcc230,Katy Perry - Firework (Official Music Video),2010
197,Christina Aguilera,Genie In A Bottle,https://www.youtube.com/watch?v=kIDWgqDBNXA,cc8aedb31c217d8fb7de7985e4f5de12c1d6a6a96ee99a186d02eea8dfc0aab0,Christina Aguilera - Genie In A Bottle (Official Video),1999
198,Loreen,Euphoria,https://www.youtube.com/watch?v=t5qURKt4maw,00d5b136e9730ec4b9c3b9216a4a04b8bfee5f61c6966a3902c352ff1292129c,Loreen - Euphoria (Official Audio),2012
199,TOTO,Africa,https://www.youtube.com/watch?v=FTQbiNvZqaY,7bca89f29ffc2a3f692285af89d200b2ad045e02c99ff4e75cceb8f4864b93f0,Toto - Africa (Official HD Video),1982
200,Danny & The Juniors,At The Hop,https://www.youtube.com/watch?v=SEPvoNA1OGw,2dc1e2e52f8cda83b8c2a7cdac18aa256d13a4efe023aac7913051d19a7acfc2,At The Hop,1957
201,Culture Beat,Mr. Vain,https://www.youtube.com/watch?v=VAmq5-wcLHE,66f01088a5ee4c7b5dff70303aff4b45174511c94aae748d827f52a830a6a092,Mr. Vain (Original Radio Edit),1993
202,"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made Of This),https://www.youtube.com/watch?v=qeMFqkcPYcg,23a5acbbee8a4393a5085c3bfe5daaabfe5f079e40a538048b2cde7eb2e2cbb0,"Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video)",1983
203,Meghan Trainor,All About That Bass,https://www.youtube.com/watch?v=7PCkvCPvDXk,f5a42a284d5a2121e0c0b984a2a74622cbc0cad3a5786344080f9aa556b441f6,Meghan Trainor - All About That Bass (Official Video),2014
204,Crowded House,Don't Dream It's Over,https://www.youtube.com/watch?v=J9gKyRmic20,269c799f42b474a20c84714265ec616febcf227160290e333f54afaedf130baf,Crowded House - Don't Dream It's Over (Official Music Video),1986
205,Prince,Purple Rain,https://www.youtube.com/watch?v=S6Y1gohk5-A,7707c2be952d21dc9f0a01f6a23c725a14fc0b2f6dae35472964e8d14d5a4ed0,Purple Rain,1984
206,John Legend,All of Me,https://www.youtube.com/watch?v=450p7goxZqg,da23e6c481ce3cc0ed6aaf1defb3a67a2a98d8eff706493dea533fc6fe64e9e2,John Legend - All of Me (Official Video),2013
207,Connie Francis,Schöner fremder Mann,https://www.youtube.com/watch?v=X6OUwtI9J5E,03c0a3d12b9aca1f38d0b0504738f1da1435e4628f363275b1298cd9738532a0,Schöner fremder mann,1964
208,Wet Wet Wet,Love Is All Around,https://www.youtube.com/watch?v=h3gEkwhdXUE,9f0eb5d23c7180176c8a5657d25f3b14a0475dff791c9440a3964462c4e329b1,Wet Wet Wet - Love Is All Around,1994
209,Coolio feat. L.V.,Gangsta's Paradise,https://www.youtube.com/watch?v=SQCSxqScSVQ,9671195cc3c447074a88e66a76f6375b3a9cb9b53e16be0558ea9a64e16dd116,Coolio - Gangsta's Paradise (Official Music Video) [HD] ft. L.V.,1995
210,Bill Haley & His Comets,See You Later Alligator,https://www.youtube.com/watch?v=Y5b2R6SE26Y,6bf554ef7a139b87ed9c0dee7a0b0b7398c7ef88f3af26f0dbe99deaa8200965,See You Later Alligator,1956
211,House Of Pain,Jump Around,https://www.youtube.com/watch?v=jrL_LzX5wv4,ab2ba38523df79f5fa2f596b0dd41b8d0f0f666b6fc44281a5f66dd1a7cd3e3b,House of Pain - Jump Around (Official Music Video) [HD],1992
212,Sinéad O'Connor,Nothing Compares 2 U,https://www.youtube.com/watch?v=0-EF60neguk,a4f66fd8794f3c92ed8358f839f112cddb139fdba8084fe93df263f2a9a3a0ec,Sinéad O'Connor - Nothing Compares 2 U (Official Music Video) [HD],1990
213,Rammstein,Engel,https://www.youtube.com/watch?v=x2rQzv8OWEY,ed81798827eaa35a3c018079af13b77fd6aa7e1899b8ccf8fdd690c1eb23e5f0,Rammstein - Engel (Official Video),1997
214,Kelly Clarkson,Because of You,https://www.youtube.com/watch?v=Ra-Om7UMSJc,aec78f643cb0750924dd3d5d8c0e98b4058e46c8323ff8e55f1dc242525c2390,Kelly Clarkson - Because Of You (VIDEO),2005
215,Echt,Du trägst keine Liebe in dir,https://www.youtube.com/watch?v=7fUpaXxPgMI,f869c06bb838e7b098018eb69dd82560ac8de1890024c802ef1679b5b0fc8f05,Echt - Du trägst keine Liebe in dir (Offizielles Musikvideo),1999
216,Stevie Wonder,Part-Time Lover,https://www.youtube.com/watch?v=MpDM6ygsb20,98f1be472c7c118426f7556cedb543888fa29113a9d9abf92159fed3159c5319,Part-Time Lover,1985
217,Dire Straits,Walk Of Life,https://www.youtube.com/watch?v=kd9TlGDZGkI,cd16ba15c594edd00fab50e8ac58f2429626cffbd085be68e19501510763a341,Dire Straits - Walk Of Life (Official Music Video),1985
218,Ace of Base,All That She Wants,https://www.youtube.com/watch?v=d73tiBBzvFM,91dd79382514510ddd81d9f37d7cc1965e1e4c69f5f3a2396863be6bb6489c19,Ace of Base - All That She Wants (Official Music Video),1992
219,Die Prinzen,Alles nur geklaut,https://www.youtube.com/watch?v=yMR45cZbvDw,548b33d353e04e2fcb1faf7fdc97cabf4f7725c048bd8f205f77d26f389cdc0d,Die Prinzen - Alles nur geklaut (Offizielles Musikvideo),1993
220,ABBA,Waterloo,https://www.youtube.com/watch?v=Sj_9CiNkkn4,c646d8b8ee151cfc64a3035caf9e94a1cadfd70ce317c6edf68ff3cec415506d,ABBA - Waterloo (Official Music Video),1974
221,Bryan Adams,Heaven,https://www.youtube.com/watch?v=s6TtwR2Dbjg,e773414de10559882a0ce4373d589e2e33501f165e723d427afb32ea29ee5d28,Bryan Adams - Heaven,1985
222,Tokio Hotel,Durch den Monsun,https://www.youtube.com/watch?v=S_Sy5-sOodA,d7306ac652e2d4a3b5beae4bc46e1249ee1ad32676292d0840af178813804387,Tokio Hotel - Durch Den Monsun,2005
223,Little Eva,The Locomotion,https://www.youtube.com/watch?v=HiN03MTBCYo,49341028d8fa8a5e6efe6230fbf8c4ce56597dbcf9292a4c2a0febb21f23747a,The Locomotion (Remastered),1962
224,Nirvana,Smells Like Teen Spirit,https://www.youtube.com/watch?v=hTWKbfoikeg,24463589897e88323496df7a01d934b95debb1b092383c8f3e96efdcad0ce5f2,Nirvana - Smells Like Teen Spirit (Official Music Video),1991
225,Lenny Kravitz,Fly Away,https://www.youtube.com/watch?v=EvuL5jyCHOw,22ac06d7b5f66eae30835879a0bfa2e76c072dcff6334dfebf8755b09c199d33,Lenny Kravitz - Fly Away (Official Music Video),1998
226,Bronski Beat,Smalltown Boy,https://www.youtube.com/watch?v=88sARuFu-tc,4854a0c51fd1d119b8e04e79528844b7e915fc8a4223f5c2e4ee3ce6280b3552,Bronski Beat - Smalltown Boy (Official Video),1984
227,Johnny Cash,Ring of Fire,https://www.youtube.com/watch?v=1WaV2x8GXj0,55ed1d5ee92da1b861b27d8782c3057a5b8ad2ef93537220ea7fd48cef46281f,Ring of Fire,1963
228,Nancy Sinatra,These Boots Are Made for Walkin',https://www.youtube.com/watch?v=GM1kzbAgo_E,c4b630358560e4b898aa79ea3b904648939bc1df7f66ba68a3647b4c122feeb9,Nancy Sinatra - These Boots Are Made For Walkin' (Official Music Video),1965
229,Jessie J,Price Tag ft. B.o.B,https://www.youtube.com/watch?v=qMxX-QOV9tI,5345f48b25f516529c3d567e59c8278a418c3f5cc15c2d6f7b26adf089cb215d,Jessie J - Price Tag ft. B.o.B,2011
230,"Caterina Valente, Silvio Francesco",Itsy Bitsy Teenie Weenie Honolulu Strand Bikini,https://www.youtube.com/watch?v=xxSPQGaGqd0,b3d47ca4c341af388a930d15c25641b0f9b94d871d444f2f7576e52fb3f72ef7,Itsy Bitsy Teenie Weenie Honolulu Strand Bikini,1960
231,Snow,Informer,https://www.youtube.com/watch?v=TSffz_bl6zo,f343f18882713c1d6ad1d79d11551e1763604c7662d048477e266fe64a27a4f5,Snow - Informer (Official Music Video) [4K Remaster],1992
232,Silbermond,Das Beste,https://www.youtube.com/watch?v=LyYAQHDMqfA,ce8fe59f11dcf39d78ed6098e5ca29321bff3ec67cbe76aed4fa3043757f5cfb,SILBERMOND - Das Beste (Offizielles Musikvideo),2006
233,Kool & The Gang,Celebration,https://www.youtube.com/watch?v=3GwjfUFyY6M,cfeb9c93963d34289364d6aa7859feeab8e04e96584f6e68274fee8c9d6c3492,Kool & The Gang - Celebration,1980
234,Cher,Believe,https://www.youtube.com/watch?v=nZXRV4MezEw,edfccfef7fd8319c6b775b34baf108c16b4733f66b8f8753a46d76b233858b31,Cher - Believe (Official Music Video) [4K Remaster],1998
235,Amii Stewart,Knock On Wood,https://www.youtube.com/watch?v=oLS57N4kUN0,5ef2efbe7d8da6f7d304db48bcb3af65262f5fae132a57b7fe62ec86738d04f0,"Knock on Wood (7"" Edit)",1979
236,Duffy,Mercy,https://www.youtube.com/watch?v=y7ZEVA5dy-Y,4f412ef1b578bef324da62e6ff5a104904b7a4584da63d912a5290323abde92a,Duffy - Mercy,2008
237,Sister Sledge,We Are Family,https://www.youtube.com/watch?v=lJh4L8NMHfw,b5638b10f9a68bd4ab73220e155c51193787f2f29c5390048e5c33280b30300f,We Are Family,1979
238,Mungo Jerry,In the Summertime,https://www.youtube.com/watch?v=wvUQcnfwUUM,55b5579c419fff8cfb58dab8b4e75c0110d6ea74a2a7cb0a662b3a3d2c13217c,Mungo Jerry - In The Summertime ORIGINAL 1970,1970
239,Mark Morrison,Return of the Mack,https://www.youtube.com/watch?v=uB1D9wWxd2w,b93e7b07f34c8bec8f02fc4548abc643a22ad6e150ecc7638f2b7205dfb54981,Mark Morrison - Return of the Mack (Official Music Video),1996
240,Bill Ramsey,Zuckerpuppe (Aus der Bauchtanz-Truppe),https://www.youtube.com/watch?v=udkFht8LtP0,34b7432ede8e9ad5a0ab45287bcd01ba0156c1f445a67ce52c667207e0c4128b,Zuckerpuppe (Aus der Bauchtanzgruppe),1961
241,Vaya Con Dios,Nah Neh Nah,https://www.youtube.com/watch?v=VMakqYyrd3s,509963c8662a3d37e024cb99f0dcbde8b7e20ff0791061b6cff8bbfe7fb3f495,Vaya Con Dios - Nah Neh Nah (Still),1990
242,Fettes Brot,Emanuela,https://www.youtube.com/watch?v=rigxc8puTts,3b205713ba73e53ccbcf36cb824835abe598a636d1242e79843ac651bae0f351,Fettes Brot - Emanuela (Official),2005
243,Spider Murphy Gang,Skandal im Sperrbezirk,https://www.youtube.com/watch?v=u-AwlK_wBJ8,a1fad080511f6b6543fbc75d07532c15e348c984c1978cbd7bed29103db2211f,Skandal im Sperrbezirk (Remastered 2007),1981
244,Bon Jovi,It's My Life,https://youtu.be/vx2u5uUu3DE?t=25,33558b87f0fbaf1484c82ecec41acecad7a806be268a342bdab21d467fc474ea,Bon Jovi - It's My Life (Official Music Video),2000
